"pruid","prname","prnameFR","date","numconf","numprob","numdeaths","numtotal","numtested","numrecover","percentrecover","ratetested","numtoday","percentoday"
48,"Alberta","Alberta","29-04-2020",5165,0,87,5165,136511,"1953","37.81",NA,315,0.065
47,"Saskatchewan","Saskatchewan","29-04-2020",383,0,6,383,27328,"291","75.98",NA,17,0.046
46,"Manitoba","Manitoba","29-04-2020",263,10,6,273,23817,"213","78.02",NA,1,0.004
35,"Ontario","Ontario","29-04-2020",15728,0,996,15728,255942,"9612","61.11",NA,347,0.023
24,"Quebec","Québec","29-04-2020",26594,0,1761,26594,208979,"6048","22.74",NA,837,0.032
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","29-04-2020",258,0,3,258,8191,"225","87.21",NA,0,0
13,"New Brunswick","Nouveau-Brunswick","29-04-2020",118,0,0,118,13121,"114","96.61",NA,0,0
12,"Nova Scotia","Nouvelle-Écosse","29-04-2020",935,0,28,935,28731,"529","56.58",NA,20,0.022
11,"Prince Edward Island","Île-du-Prince-Édouard","29-04-2020",27,0,0,27,2810,"24","88.89",NA,0,0
60,"Yukon","Yukon","29-04-2020",11,0,0,11,973,"8","72.73",NA,0,0
61,"Northwest Territories","Territoires du Nord-Ouest","29-04-2020",5,0,0,5,1608,"5","100.00",NA,0,0
62,"Nunavut","Nunavut","29-04-2020",0,0,0,0,392,"0","N/A",NA,0,0
99,"Repatriated travellers","Voyageurs rapatriés","29-04-2020",13,0,NA,13,76,"","",NA,0,0
1,"Canada","Canada","29-04-2020",51587,10,2996,51597,779613,"20327","39.40",NA,1571,0.031
59,"British Columbia","Colombie-Britannique","30-04-2020",2112,0,111,2112,73479,"1322","62.59",NA,25,0.012
48,"Alberta","Alberta","30-04-2020",5355,0,89,5355,141060,"2161","40.35",NA,190,0.037
47,"Saskatchewan","Saskatchewan","30-04-2020",389,0,6,389,27786,"295","75.84",NA,6,0.016
46,"Manitoba","Manitoba","30-04-2020",275,0,6,275,24304,"220","80.00",NA,2,0.007
35,"Ontario","Ontario","30-04-2020",16187,0,1082,16187,268447,"10205","63.04",NA,459,0.029
24,"Quebec","Québec","30-04-2020",27538,0,1859,27538,214047,"6299","22.87",NA,944,0.035
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","30-04-2020",258,0,3,258,8376,"225","87.21",NA,0,0
13,"New Brunswick","Nouveau-Brunswick","30-04-2020",118,0,0,118,13598,"114","96.61",NA,0,0
12,"Nova Scotia","Nouvelle-Écosse","30-04-2020",947,0,28,947,29421,"545","57.55",NA,12,0.013
11,"Prince Edward Island","Île-du-Prince-Édouard","30-04-2020",27,0,0,27,2922,"24","88.89",NA,0,0
60,"Yukon","Yukon","30-04-2020",11,0,0,11,984,"9","81.82",NA,0,0
61,"Northwest Territories","Territoires du Nord-Ouest","30-04-2020",5,0,0,5,1629,"5","100.00",NA,0,0
62,"Nunavut","Nunavut","30-04-2020",1,0,0,1,396,"0","0.00",NA,1,0
99,"Repatriated travellers","Voyageurs rapatriés","30-04-2020",13,0,NA,13,76,"","",NA,0,0
1,"Canada","Canada","30-04-2020",53236,0,3184,53236,806449,"21424","40.24",NA,1639,0.032
59,"British Columbia","Colombie-Britannique","01-05-2020",2145,0,112,2145,75544,"1357","63.26",NA,33,0.016
48,"Alberta","Alberta","01-05-2020",5573,0,92,5573,145420,"2359","42.33",NA,218,0.041
47,"Saskatchewan","Saskatchewan","01-05-2020",415,0,6,415,28417,"297","71.57",NA,26,0.067
46,"Manitoba","Manitoba","01-05-2020",279,0,6,279,24975,"235","84.23",NA,4,0.015
35,"Ontario","Ontario","01-05-2020",16608,0,1121,16608,284438,"10825","65.18",NA,421,0.026
24,"Quebec","Québec","01-05-2020",28648,0,2022,28648,219367,"6700","23.39",NA,1110,0.04
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","01-05-2020",259,0,3,259,8545,"230","88.80",NA,1,0.004
13,"New Brunswick","Nouveau-Brunswick","01-05-2020",118,0,0,118,13998,"116","98.31",NA,0,0
12,"Nova Scotia","Nouvelle-Écosse","01-05-2020",959,0,29,959,30149,"592","61.73",NA,12,0.013
11,"Prince Edward Island","Île-du-Prince-Édouard","01-05-2020",27,0,0,27,3019,"24","88.89",NA,0,0
60,"Yukon","Yukon","01-05-2020",11,0,0,11,999,"11","100.00",NA,0,0
61,"Northwest Territories","Territoires du Nord-Ouest","01-05-2020",5,0,0,5,1629,"5","100.00",NA,0,0
62,"Nunavut","Nunavut","01-05-2020",1,0,0,1,421,"0","0.00",NA,0,0
99,"Repatriated travellers","Voyageurs rapatriés","01-05-2020",13,0,NA,13,76,"","",NA,0,0
1,"Canada","Canada","01-05-2020",55061,0,3391,55061,836921,"22751","41.32",NA,1825,0.034
59,"British Columbia","Colombie-Britannique","02-05-2020",2171,0,114,2171,77904,"1376","63.38",NA,26,0.012
48,"Alberta","Alberta","02-05-2020",5670,0,94,5670,148757,"2534","44.69",NA,97,0.017
47,"Saskatchewan","Saskatchewan","02-05-2020",421,0,6,421,28847,"302","71.73",NA,6,0.014
46,"Manitoba","Manitoba","02-05-2020",280,0,6,280,25736,"236","84.29",NA,1,0.004
35,"Ontario","Ontario","02-05-2020",17119,0,1176,17119,300210,"11390","66.53",NA,511,0.031
24,"Quebec","Québec","02-05-2020",29656,0,2136,29656,224831,"6965","23.49",NA,1008,0.035
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","02-05-2020",259,0,3,259,8716,"231","89.19",NA,0,0
13,"New Brunswick","Nouveau-Brunswick","02-05-2020",118,0,0,118,14252,"118","100.00",NA,0,0
12,"Nova Scotia","Nouvelle-Écosse","02-05-2020",963,0,31,963,30774,"609","63.24",NA,4,0.004
11,"Prince Edward Island","Île-du-Prince-Édouard","02-05-2020",27,0,0,27,3086,"24","88.89",NA,0,0
60,"Yukon","Yukon","02-05-2020",11,0,0,11,1019,"11","100.00",NA,0,0
61,"Northwest Territories","Territoires du Nord-Ouest","02-05-2020",5,0,0,5,1682,"5","100.00",NA,0,0
62,"Nunavut","Nunavut","02-05-2020",1,0,0,1,421,"0","0.00",NA,0,0
99,"Repatriated travellers","Voyageurs rapatriés","02-05-2020",13,0,NA,13,76,"13","100.00",NA,0,0
1,"Canada","Canada","02-05-2020",56714,0,3566,56714,866235,"23801","41.97",NA,1653,0.03
59,"British Columbia","Colombie-Britannique","03-05-2020",2171,0,114,2171,81061,"1376","63.38",NA,0,0
48,"Alberta","Alberta","03-05-2020",5766,0,95,5766,152123,"2713","47.05",NA,96,0.017
47,"Saskatchewan","Saskatchewan","03-05-2020",433,0,6,433,29498,"305","70.44",NA,12,0.029
46,"Manitoba","Manitoba","03-05-2020",281,0,6,281,26253,"237","84.34",NA,1,0.004
35,"Ontario","Ontario","03-05-2020",17553,0,1216,17553,316796,"12005","68.39",NA,434,0.025
24,"Quebec","Québec","03-05-2020",31865,0,2205,31865,230864,"7258","22.78",NA,2209,0.074
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","03-05-2020",259,0,3,259,8819,"232","89.58",NA,0,0
13,"New Brunswick","Nouveau-Brunswick","03-05-2020",118,0,0,118,14559,"118","100.00",NA,0,0
12,"Nova Scotia","Nouvelle-Écosse","03-05-2020",971,0,37,971,31192,"624","64.26",NA,8,0.008
11,"Prince Edward Island","Île-du-Prince-Édouard","03-05-2020",27,0,0,27,3138,"24","88.89",NA,0,0
60,"Yukon","Yukon","03-05-2020",11,0,0,11,1023,"11","100.00",NA,0,0
61,"Northwest Territories","Territoires du Nord-Ouest","03-05-2020",5,0,0,5,1697,"5","100.00",NA,0,0
62,"Nunavut","Nunavut","03-05-2020",1,0,0,1,421,"0","0.00",NA,0,0
99,"Repatriated travellers","Voyageurs rapatriés","03-05-2020",13,0,0,13,76,"13","100.00",NA,0,0
1,"Canada","Canada","03-05-2020",59474,0,3682,59474,897444,"24908","41.88",NA,2760,0.049
59,"British Columbia","Colombie-Britannique","04-05-2020",2224,0,117,2224,82862,"1417","63.71",NA,NA,NA
48,"Alberta","Alberta","04-05-2020",5836,0,104,5836,152123,"2942","50.41",NA,NA,NA
47,"Saskatchewan","Saskatchewan","04-05-2020",467,0,6,467,30171,"307","65.74",NA,NA,NA
46,"Manitoba","Manitoba","04-05-2020",281,0,6,281,26857,"238","84.70",NA,NA,NA
35,"Ontario","Ontario","04-05-2020",17923,0,1300,17923,330875,"12505","69.77",NA,NA,NA
24,"Quebec","Québec","04-05-2020",32623,0,2280,32623,235136,"7578","23.23",NA,NA,NA
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","04-05-2020",259,0,3,259,8935,"233","89.96",NA,NA,NA
13,"New Brunswick","Nouveau-Brunswick","04-05-2020",118,0,0,118,14559,"118","100.00",NA,NA,NA
12,"Nova Scotia","Nouvelle-Écosse","04-05-2020",985,0,38,985,31571,"638","64.77",NA,NA,NA
11,"Prince Edward Island","Île-du-Prince-Édouard","04-05-2020",27,0,0,27,3138,"25","92.59",NA,NA,NA
60,"Yukon","Yukon","04-05-2020",11,0,0,11,1023,"11","100.00",NA,NA,NA
61,"Northwest Territories","Territoires du Nord-Ouest","04-05-2020",5,0,0,5,1697,"5","100.00",NA,NA,NA
62,"Nunavut","Nunavut","04-05-2020",0,0,0,0,421,"0","N/A",NA,NA,NA
99,"Repatriated travellers","Voyageurs rapatriés","04-05-2020",13,0,NA,13,76,"","",NA,NA,NA
1,"Canada","Canada","04-05-2020",60772,0,3854,60772,919368,"26017","42.81",NA,NA,NA
